experiment,participant,trialNumber,searchTarget,task,setSize,correctResponse,rt,timeoutOrKeyNotPressed
1,ex1p123,16,face,target present,32,TRUE,1924,FALSE
1,ex1p123,17,face,target absent,16,FALSE,1693,FALSE
1,ex1p123,17,face,target absent,16,TRUE,1960,FALSE
1,ex1p123,18,non-face object,target absent,32,FALSE,2786,FALSE
1,ex1p123,18,non-face object,target present,16,FALSE,3252,FALSE
1,ex1p123,19,non-face object,target present,64,FALSE,2682,FALSE
1,ex1p123,19,face,target absent,32,TRUE,4427,FALSE
1,ex1p123,20,non-face object,target present,32,TRUE,6748,FALSE
1,ex1p123,20,non-face object,target present,32,TRUE,4680,FALSE
1,ex1p123,21,non-face object,target present,32,TRUE,5101,FALSE
1,ex1p123,21,non-face object,target absent,32,FALSE,8759,FALSE
1,ex1p123,22,non-face object,target absent,32,FALSE,7961,FALSE
1,ex1p123,22,face,target present,16,TRUE,1753,FALSE
1,ex1p123,23,non-face object,target present,64,FALSE,1931,FALSE
1,ex1p123,23,non-face object,target present,16,TRUE,1904,FALSE
1,ex1p123,24,face,target present,32,FALSE,936,FALSE
1,ex1p123,24,face,target absent,64,TRUE,6343,FALSE
1,ex1p123,25,face,target present,16,FALSE,1108,FALSE
1,ex1p123,25,face,target absent,16,TRUE,2947,FALSE
1,ex1p123,26,face,target present,16,FALSE,998,FALSE
1,ex1p123,26,non-face object,target present,64,FALSE,4488,FALSE
1,ex1p123,27,face,target present,16,FALSE,1051,FALSE
1,ex1p123,27,non-face object,target absent,16,TRUE,2745,FALSE
1,ex1p123,28,face,target absent,16,FALSE,1556,FALSE
1,ex1p123,28,non-face object,target present,32,TRUE,2313,FALSE
1,ex1p123,29,non-face object,target absent,32,FALSE,4767,FALSE
1,ex1p123,29,non-face object,target present,16,TRUE,1816,FALSE
1,ex1p123,30,non-face object,target absent,64,FALSE,4976,FALSE
1,ex1p123,30,non-face object,target absent,32,FALSE,3613,FALSE
1,ex1p123,31,face,target absent,64,FALSE,3687,FALSE
1,ex1p123,31,face,target absent,32,TRUE,3190,FALSE
1,ex1p123,32,non-face object,target absent,64,FALSE,5898,FALSE
1,ex1p123,32,face,target present,32,TRUE,2356,FALSE
1,ex1p123,33,face,target absent,64,FALSE,5695,FALSE
1,ex1p123,33,non-face object,target absent,32,TRUE,5095,FALSE
1,ex1p123,34,non-face object,target present,16,TRUE,3641,FALSE
1,ex1p123,34,non-face object,target absent,16,TRUE,2305,FALSE
1,ex1p123,35,face,target present,64,FALSE,3750,FALSE
1,ex1p123,35,non-face object,target absent,32,TRUE,4569,FALSE
1,ex1p123,36,face,target present,64,TRUE,5932,FALSE
1,ex1p123,36,face,target absent,16,TRUE,3543,FALSE
1,ex1p123,37,non-face object,target present,16,FALSE,3106,FALSE
1,ex1p123,37,non-face object,target present,64,TRUE,4844,FALSE
1,ex1p123,38,non-face object,target absent,64,FALSE,7337,FALSE
1,ex1p123,38,non-face object,target absent,32,TRUE,4745,FALSE
1,ex1p123,39,face,target present,16,FALSE,1290,FALSE
1,ex1p123,39,face,target absent,32,TRUE,3943,FALSE
1,ex1p123,40,non-face object,target present,32,FALSE,4234,FALSE
1,ex1p123,40,face,target absent,32,TRUE,3327,FALSE
1,ex1p123,41,non-face object,target present,64,FALSE,2599,FALSE
1,ex1p123,41,face,target present,64,TRUE,3822,FALSE
1,ex1p123,42,face,target present,16,FALSE,1824,FALSE
1,ex1p123,42,non-face object,target absent,64,TRUE,5830,FALSE
1,ex1p123,43,face,target present,16,FALSE,670,FALSE
1,ex1p123,43,face,target absent,32,TRUE,5022,FALSE
1,ex1p123,44,face,target absent,32,FALSE,3131,FALSE
1,ex1p123,44,face,target absent,32,TRUE,3304,FALSE
1,ex1p123,45,face,target present,64,TRUE,1557,FALSE
1,ex1p123,45,face,target absent,32,TRUE,2988,FALSE
1,ex1p123,46,face,target absent,64,TRUE,4553,FALSE
1,ex1p123,46,non-face object,target absent,32,TRUE,6845,FALSE
1,ex1p123,47,face,target present,32,FALSE,1872,FALSE
1,ex1p123,47,face,target present,64,TRUE,810,FALSE
1,ex1p123,48,non-face object,target absent,16,FALSE,3470,FALSE
1,ex1p123,48,face,target absent,16,TRUE,2876,FALSE
1,ex1p123,49,non-face object,target absent,64,TRUE,1470,FALSE
1,ex1p123,49,face,target absent,32,TRUE,1342,FALSE
1,ex1p123,50,non-face object,target absent,16,FALSE,4916,FALSE
1,ex1p123,50,face,target absent,32,TRUE,2968,FALSE
1,ex1p123,51,face,target present,16,FALSE,1463,FALSE
1,ex1p123,51,face,target present,64,TRUE,5609,FALSE
1,ex1p123,52,face,target present,64,FALSE,3862,FALSE
1,ex1p123,52,non-face object,target present,64,FALSE,4621,FALSE
1,ex1p67,1,non-face object,target absent,16,TRUE,4756,FALSE
1,ex1p67,2,face,target present,16,TRUE,1053,FALSE
1,ex1p67,3,non-face object,target present,64,TRUE,5005,FALSE
1,ex1p67,4,face,target absent,16,TRUE,7078,FALSE
1,ex1p67,5,non-face object,target present,16,TRUE,1796,FALSE
1,ex1p67,6,non-face object,target absent,16,TRUE,6897,FALSE
1,ex1p67,7,face,target present,64,TRUE,2590,FALSE
1,ex1p67,8,non-face object,target absent,16,TRUE,5635,FALSE
1,ex1p67,9,non-face object,target present,32,TRUE,2343,FALSE
1,ex1p67,10,face,target present,16,TRUE,3905,FALSE
1,ex1p67,11,face,target present,32,FALSE,1143,FALSE
1,ex1p67,12,face,target present,64,TRUE,1469,FALSE
1,ex1p67,13,non-face object,target present,16,TRUE,1400,FALSE
1,ex1p67,14,face,target present,32,TRUE,750,FALSE
1,ex1p67,15,non-face object,target present,32,TRUE,1783,FALSE
1,ex1p67,16,face,target present,16,TRUE,2159,FALSE
1,ex1p67,17,face,target absent,16,TRUE,6283,FALSE
1,ex1p67,18,non-face object,target absent,64,TRUE,12439,FALSE
1,ex1p67,19,non-face object,target present,32,TRUE,3705,FALSE
1,ex1p67,20,face,target absent,32,TRUE,7590,FALSE
1,ex1p67,21,non-face object,target present,32,TRUE,1554,FALSE
1,ex1p67,22,non-face object,target absent,32,TRUE,7489,FALSE
1,ex1p67,23,non-face object,target absent,64,TRUE,8866,FALSE
1,ex1p67,24,face,target present,32,TRUE,1188,FALSE
1,ex1p67,25,face,target absent,32,TRUE,10326,FALSE
1,ex1p67,26,non-face object,target absent,64,TRUE,13251,FALSE
1,ex1p67,27,non-face object,target present,64,TRUE,1266,FALSE
1,ex1p67,28,non-face object,target present,64,TRUE,3782,FALSE
1,ex1p67,29,face,target absent,16,TRUE,5004,FALSE
1,ex1p67,30,non-face object,target absent,32,TRUE,5702,FALSE
1,ex1p67,31,non-face object,target present,32,TRUE,1984,FALSE
1,ex1p67,32,face,target present,32,TRUE,3296,FALSE
1,ex1p67,33,face,target absent,64,TRUE,8683,FALSE
1,ex1p67,34,non-face object,target present,16,TRUE,1119,FALSE
1,ex1p67,35,face,target absent,16,TRUE,6861,FALSE
1,ex1p67,36,face,target present,64,TRUE,2687,FALSE
1,ex1p67,37,non-face object,target present,64,TRUE,3306,FALSE
1,ex1p67,38,face,target present,32,TRUE,1764,FALSE
1,ex1p67,39,non-face object,target present,64,TRUE,1068,FALSE
1,ex1p67,40,face,target absent,64,TRUE,8607,FALSE
1,ex1p67,41,face,target present,64,TRUE,1483,FALSE
1,ex1p67,42,non-face object,target present,16,FALSE,4637,FALSE
1,ex1p67,43,non-face object,target absent,64,TRUE,3509,FALSE
1,ex1p67,44,face,target present,64,TRUE,5203,FALSE
1,ex1p67,45,face,target present,32,TRUE,4541,FALSE
1,ex1p67,46,face,target absent,32,TRUE,6101,FALSE
1,ex1p67,47,face,target absent,32,TRUE,6384,FALSE
1,ex1p67,48,face,target absent,32,TRUE,8374,FALSE
1,ex1p67,49,non-face object,target absent,32,TRUE,5126,FALSE
1,ex1p67,50,non-face object,target absent,64,TRUE,7670,FALSE
1,ex1p67,51,non-face object,target absent,32,TRUE,9547,FALSE
1,ex1p67,52,face,target present,16,TRUE,814,FALSE
1,ex1p88080,1,non-face object,target absent,16,TRUE,3703,FALSE
1,ex1p88080,2,non-face object,target absent,32,TRUE,2377,FALSE
1,ex1p88080,3,non-face object,target absent,64,FALSE,5717,FALSE
1,ex1p88080,4,non-face object,target absent,32,TRUE,1766,FALSE
1,ex1p88080,5,non-face object,target absent,16,TRUE,3881,FALSE
1,ex1p88080,6,non-face object,target absent,32,TRUE,3461,FALSE
1,ex1p88080,7,non-face object,target absent,64,TRUE,5261,FALSE
1,ex1p88080,8,face,target present,16,TRUE,564,FALSE
1,ex1p88080,9,face,target present,32,TRUE,889,FALSE
1,ex1p88080,10,non-face object,target present,32,TRUE,1030,FALSE
1,ex1p88080,11,face,target absent,16,TRUE,3365,FALSE
1,ex1p88080,12,face,target absent,64,TRUE,3388,FALSE
1,ex1p88080,13,non-face object,target absent,64,TRUE,7309,FALSE
1,ex1p88080,14,face,target absent,64,TRUE,10570,FALSE
1,ex1p88080,15,face,target present,64,TRUE,1060,FALSE
1,ex1p88080,16,non-face object,target present,32,TRUE,1404,FALSE
1,ex1p88080,17,face,target absent,16,TRUE,4047,FALSE
1,ex1p88080,18,face,target absent,32,TRUE,6852,FALSE
1,ex1p88080,19,non-face object,target present,32,TRUE,2285,FALSE
1,ex1p88080,20,face,target present,32,TRUE,1220,FALSE
1,ex1p88080,21,face,target present,32,TRUE,996,FALSE
1,ex1p88080,22,face,target absent,64,TRUE,6712,FALSE
1,ex1p88080,23,non-face object,target absent,16,TRUE,2749,FALSE
1,ex1p88080,24,non-face object,target present,64,TRUE,1366,FALSE
1,ex1p88080,25,face,target absent,32,TRUE,4168,FALSE
1,ex1p88080,26,face,target present,32,TRUE,703,FALSE
1,ex1p88080,27,face,target absent,16,TRUE,1537,FALSE
1,ex1p88080,28,non-face object,target absent,32,TRUE,6111,FALSE
1,ex1p88080,29,non-face object,target absent,32,TRUE,5916,FALSE
1,ex1p88080,30,face,target absent,16,TRUE,3543,FALSE
1,ex1p88080,31,face,target present,16,TRUE,779,FALSE
1,ex1p88080,32,non-face object,target absent,16,TRUE,2355,FALSE
1,ex1p88080,33,face,target absent,16,TRUE,1939,FALSE
1,ex1p88080,34,face,target present,16,TRUE,568,FALSE
1,ex1p88080,35,non-face object,target present,64,TRUE,2061,FALSE
1,ex1p88080,36,face,target absent,64,FALSE,4580,FALSE
1,ex1p88080,37,face,target present,16,TRUE,816,FALSE
1,ex1p88080,38,non-face object,target present,16,TRUE,2278,FALSE
1,ex1p88080,39,non-face object,target absent,16,TRUE,4126,FALSE
1,ex1p88080,40,face,target absent,32,TRUE,3352,FALSE
1,ex1p88080,41,non-face object,target absent,64,TRUE,5385,FALSE
1,ex1p88080,42,face,target present,16,TRUE,571,FALSE
1,ex1p88080,43,face,target present,32,TRUE,762,FALSE
1,ex1p88080,44,non-face object,target present,32,TRUE,606,FALSE
1,ex1p88080,45,non-face object,target present,16,TRUE,631,FALSE
1,ex1p88080,46,non-face object,target present,64,FALSE,11043,FALSE
1,ex1p88080,47,non-face object,target present,32,TRUE,1266,FALSE
1,ex1p88080,48,face,target absent,64,TRUE,7252,FALSE
1,ex1p88080,49,non-face object,target present,16,TRUE,815,FALSE
1,ex1p88080,50,non-face object,target absent,32,TRUE,3597,FALSE
1,ex1p88080,51,non-face object,target absent,16,TRUE,777,FALSE
1,ex1p88080,52,face,target absent,16,TRUE,4775,FALSE
1,ex1pImyxmh,1,face,target absent,32,TRUE,9153,FALSE
1,ex1pImyxmh,2,face,target present,16,TRUE,1137,FALSE
1,ex1pImyxmh,3,face,target absent,64,TRUE,9631,FALSE
1,ex1pImyxmh,4,face,target present,64,TRUE,1701,FALSE
1,ex1pImyxmh,5,face,target present,32,TRUE,1273,FALSE
1,ex1pImyxmh,6,face,target absent,16,TRUE,3872,FALSE
1,ex1pImyxmh,7,non-face object,target present,64,TRUE,6692,FALSE
1,ex1pImyxmh,8,face,target absent,32,TRUE,5597,FALSE
1,ex1pImyxmh,9,non-face object,target present,32,TRUE,1612,FALSE
1,ex1pImyxmh,10,non-face object,target present,64,TRUE,2385,FALSE
1,ex1pImyxmh,11,face,target absent,32,TRUE,5545,FALSE
1,ex1pImyxmh,12,non-face object,target present,32,TRUE,5436,FALSE
1,ex1pImyxmh,13,face,target absent,64,TRUE,5539,FALSE
1,ex1pImyxmh,14,non-face object,target present,64,TRUE,1157,FALSE
1,ex1pImyxmh,15,non-face object,target present,16,FALSE,4572,FALSE
1,ex1pImyxmh,16,non-face object,target absent,64,TRUE,12094,FALSE
1,ex1pImyxmh,17,face,target present,64,TRUE,2141,FALSE
1,ex1pImyxmh,18,non-face object,target absent,16,TRUE,5619,FALSE
1,ex1pImyxmh,19,face,target present,16,FALSE,3787,FALSE
1,ex1pImyxmh,20,non-face object,target present,32,TRUE,3828,FALSE
1,ex1pImyxmh,21,face,target present,64,TRUE,1800,FALSE
1,ex1pImyxmh,22,face,target present,16,TRUE,2136,FALSE
1,ex1pImyxmh,23,non-face object,target absent,32,TRUE,3790,FALSE
1,ex1pImyxmh,24,face,target present,32,TRUE,1066,FALSE
1,ex1pImyxmh,25,non-face object,target absent,16,TRUE,5111,FALSE
1,ex1pImyxmh,26,non-face object,target present,16,TRUE,2001,FALSE
1,ex1pImyxmh,27,non-face object,target absent,32,TRUE,5907,FALSE
1,ex1pImyxmh,28,non-face object,target present,32,TRUE,1792,FALSE
1,ex1pImyxmh,29,non-face object,target absent,64,TRUE,8458,FALSE
1,ex1pImyxmh,30,face,target absent,16,TRUE,4388,FALSE
1,ex1pImyxmh,31,non-face object,target absent,16,TRUE,6467,FALSE
1,ex1pImyxmh,32,non-face object,target present,16,FALSE,6331,FALSE
1,ex1pImyxmh,33,non-face object,target absent,32,TRUE,9389,FALSE
1,ex1pImyxmh,34,non-face object,target present,32,FALSE,5771,FALSE
1,ex1pImyxmh,35,face,target present,32,TRUE,1093,FALSE
1,ex1pImyxmh,36,face,target absent,64,TRUE,4933,FALSE
1,ex1pImyxmh,37,face,target absent,16,TRUE,6809,FALSE
1,ex1pImyxmh,38,face,target absent,16,TRUE,3086,FALSE
1,ex1pImyxmh,39,face,target absent,16,TRUE,3506,FALSE
1,ex1pImyxmh,40,face,target present,16,TRUE,1214,FALSE
1,ex1pImyxmh,41,non-face object,target present,32,TRUE,1569,FALSE
1,ex1pImyxmh,42,non-face object,target absent,64,TRUE,13654,FALSE
1,ex1pImyxmh,43,non-face object,target present,64,FALSE,6741,FALSE
1,ex1pImyxmh,44,non-face object,target absent,64,TRUE,14070,FALSE
1,ex1pImyxmh,45,non-face object,target absent,16,TRUE,8121,FALSE
1,ex1pImyxmh,46,face,target present,32,TRUE,1058,FALSE
1,ex1pImyxmh,47,face,target absent,16,TRUE,3670,FALSE
1,ex1pImyxmh,48,non-face object,target present,16,TRUE,1620,FALSE
1,ex1pImyxmh,49,face,target present,64,FALSE,6234,FALSE
1,ex1pImyxmh,50,non-face object,target present,64,TRUE,2894,FALSE
1,ex1pImyxmh,51,non-face object,target absent,64,TRUE,8322,FALSE
1,ex1pImyxmh,52,non-face object,target present,64,TRUE,4491,FALSE
2,ex2p002,1,real face,target present,16,TRUE,1098,FALSE
2,ex2p002,2,face,target absent,8,TRUE,1793,FALSE
2,ex2p002,3,non-face object,target present,4,TRUE,1724,FALSE
2,ex2p002,4,non-face object,target present,4,TRUE,1031,FALSE
2,ex2p002,5,real face,target present,16,TRUE,924,FALSE
2,ex2p002,6,face,target absent,8,TRUE,1817,FALSE
2,ex2p002,7,face,target present,8,TRUE,1526,FALSE
2,ex2p002,8,non-face object,target present,4,TRUE,778,FALSE
2,ex2p002,9,face,target present,8,TRUE,1929,FALSE
2,ex2p002,10,face,target present,8,TRUE,2094,FALSE
2,ex2p002,11,real face,target present,16,TRUE,1448,FALSE
2,ex2p002,12,non-face object,target present,4,TRUE,1293,FALSE
2,ex2p002,13,face,target present,8,TRUE,781,FALSE
2,ex2p002,14,real face,target present,16,TRUE,660,FALSE
2,ex2p002,15,real face,target present,16,TRUE,651,FALSE
2,ex2p002,16,non-face object,target present,4,TRUE,734,FALSE
2,ex2p002,17,real face,target present,16,TRUE,807,FALSE
2,ex2p002,18,non-face object,target present,4,TRUE,1021,FALSE
2,ex2p002,19,face,target present,8,TRUE,693,FALSE
2,ex2p002,20,non-face object,target present,4,TRUE,1381,FALSE
2,ex2p002,21,face,target present,8,TRUE,714,FALSE
2,ex2p002,22,real face,target absent,16,TRUE,1325,FALSE
2,ex2p002,23,face,target present,8,TRUE,1502,FALSE
2,ex2p002,24,real face,target absent,16,TRUE,1902,FALSE
2,ex2p002,25,non-face object,target absent,4,TRUE,1180,FALSE
2,ex2p002,26,face,target absent,8,TRUE,1603,FALSE
2,ex2p002,27,face,target absent,8,FALSE,2139,FALSE
2,ex2p002,28,non-face object,target present,4,TRUE,982,FALSE
2,ex2p002,29,real face,target present,16,TRUE,807,FALSE
2,ex2p002,30,face,target absent,8,TRUE,1239,FALSE
2,ex2p002,31,real face,target absent,16,TRUE,1573,FALSE
2,ex2p002,32,face,target absent,8,TRUE,1934,FALSE
2,ex2p002,33,non-face object,target present,4,TRUE,1055,FALSE
2,ex2p002,34,face,target absent,8,TRUE,2566,FALSE
2,ex2p002,35,face,target absent,8,TRUE,2004,FALSE
2,ex2p002,36,non-face object,target present,4,TRUE,649,FALSE
2,ex2p002,37,real face,target absent,16,TRUE,1631,FALSE
2,ex2p002,38,non-face object,target present,4,TRUE,1440,FALSE
2,ex2p002,39,face,target present,8,TRUE,710,FALSE
2,ex2p002,40,real face,target absent,16,TRUE,1631,FALSE
2,ex2p002,41,real face,target absent,16,TRUE,1751,FALSE
2,ex2p002,42,non-face object,target present,4,TRUE,880,FALSE
2,ex2p002,43,face,target absent,8,TRUE,1434,FALSE
2,ex2p002,44,real face,target absent,16,TRUE,1337,FALSE
2,ex2p002,45,non-face object,target present,4,TRUE,981,FALSE
2,ex2p002,46,non-face object,target present,4,TRUE,1209,FALSE
2,ex2p002,47,real face,target present,16,TRUE,763,FALSE
2,ex2p002,48,real face,target present,16,TRUE,1347,FALSE
2,ex2p002,49,real face,target absent,16,TRUE,1343,FALSE
2,ex2p002,50,non-face object,target present,4,TRUE,772,FALSE
2,ex2p002,51,non-face object,target absent,4,TRUE,1181,FALSE
2,ex2p002,52,non-face object,target present,4,TRUE,851,FALSE
2,ex2p002,53,non-face object,target absent,4,TRUE,1000,FALSE
2,ex2p002,54,non-face object,target present,4,TRUE,1134,FALSE
2,ex2p002,55,non-face object,target present,4,TRUE,760,FALSE
2,ex2p002,56,real face,target absent,16,TRUE,1282,FALSE
2,ex2p002,57,real face,target absent,16,TRUE,1122,FALSE
2,ex2p002,58,real face,target absent,16,TRUE,1436,FALSE
2,ex2p002,59,real face,target present,16,TRUE,884,FALSE
2,ex2p002,60,face,target present,8,TRUE,1367,FALSE
2,ex2p002,61,real face,target absent,16,TRUE,968,FALSE
2,ex2p002,62,real face,target present,16,TRUE,1347,FALSE
2,ex2p002,63,face,target absent,8,TRUE,1475,FALSE
2,ex2p002,64,non-face object,target present,4,TRUE,740,FALSE
2,ex2p002,65,real face,target absent,16,TRUE,1288,FALSE
2,ex2p002,66,non-face object,target present,4,TRUE,1144,FALSE
2,ex2p002,67,non-face object,target absent,4,TRUE,1792,FALSE
2,ex2p002,68,face,target absent,8,TRUE,1375,FALSE
2,ex2p002,69,non-face object,target absent,4,TRUE,1344,FALSE
2,ex2p1,1,real face,target absent,16,TRUE,1700,FALSE
2,ex2p1,1,real face,target present,16,TRUE,994,FALSE
2,ex2p1,2,face,target present,8,TRUE,783,FALSE
2,ex2p1,2,non-face object,target present,4,TRUE,1276,FALSE
2,ex2p1,3,face,target absent,8,TRUE,2210,FALSE
2,ex2p1,3,non-face object,target absent,4,TRUE,1132,FALSE
2,ex2p1,4,real face,target absent,16,TRUE,1635,FALSE
2,ex2p1,4,non-face object,target present,4,TRUE,1150,FALSE
2,ex2p1,5,non-face object,target absent,4,TRUE,1035,FALSE
2,ex2p1,5,real face,target present,16,TRUE,1122,FALSE
2,ex2p1,6,real face,target present,16,TRUE,650,FALSE
2,ex2p1,6,face,target absent,8,TRUE,933,FALSE
2,ex2p1,7,non-face object,target present,4,TRUE,696,FALSE
2,ex2p1,7,real face,target present,16,TRUE,844,FALSE
2,ex2p1,8,face,target present,8,TRUE,576,FALSE
2,ex2p1,8,face,target present,8,TRUE,913,FALSE
2,ex2p1,9,face,target absent,8,FALSE,628,FALSE
2,ex2p1,9,non-face object,target absent,4,TRUE,913,FALSE
2,ex2p1,10,non-face object,target absent,4,TRUE,1008,FALSE
2,ex2p1,10,face,target present,8,TRUE,790,FALSE
2,ex2p1,11,real face,target absent,16,TRUE,1583,FALSE
2,ex2p1,11,real face,target present,16,TRUE,880,FALSE
2,ex2p1,12,non-face object,target absent,4,TRUE,905,FALSE
2,ex2p1,12,non-face object,target absent,4,TRUE,1750,FALSE
2,ex2p1,13,non-face object,target absent,4,TRUE,619,FALSE
2,ex2p1,13,non-face object,target absent,4,TRUE,1158,FALSE
2,ex2p1,14,non-face object,target present,4,TRUE,922,FALSE
2,ex2p1,14,non-face object,target absent,4,TRUE,772,FALSE
2,ex2p1,15,face,target present,8,TRUE,803,FALSE
2,ex2p1,15,real face,target present,16,TRUE,745,FALSE
2,ex2p1,16,face,target absent,8,TRUE,969,FALSE
2,ex2p1,16,face,target present,8,TRUE,889,FALSE
2,ex2p1,17,non-face object,target present,4,TRUE,1080,FALSE
2,ex2p1,17,non-face object,target present,4,TRUE,799,FALSE
2,ex2p1,18,non-face object,target present,4,TRUE,597,FALSE
2,ex2p1,18,non-face object,target present,4,TRUE,716,FALSE
2,ex2p1,19,real face,target absent,16,TRUE,2334,FALSE
2,ex2p1,19,real face,target present,16,TRUE,772,FALSE
2,ex2p1,20,non-face object,target present,4,TRUE,716,FALSE
2,ex2p1,20,face,target absent,8,TRUE,1384,FALSE
2,ex2p1,21,real face,target absent,16,TRUE,997,FALSE
2,ex2p1,21,real face,target absent,16,TRUE,1204,FALSE
2,ex2p1,22,face,target present,8,TRUE,777,FALSE
2,ex2p1,22,real face,target absent,16,TRUE,880,FALSE
2,ex2p1,23,real face,target present,16,TRUE,1222,FALSE
2,ex2p1,23,real face,target present,16,TRUE,662,FALSE
2,ex2p1,24,face,target absent,8,TRUE,1673,FALSE
2,ex2p1,24,non-face object,target present,4,TRUE,966,FALSE
2,ex2p1,25,real face,target present,16,TRUE,732,FALSE
2,ex2p1,25,real face,target absent,16,TRUE,924,FALSE
2,ex2p1,26,real face,target absent,16,TRUE,1544,FALSE
2,ex2p1,26,face,target absent,8,TRUE,1193,FALSE
2,ex2p1,27,face,target absent,8,TRUE,2016,FALSE
2,ex2p1,27,real face,target absent,16,TRUE,890,FALSE
2,ex2p1,28,non-face object,target present,4,TRUE,802,FALSE
2,ex2p1,28,real face,target present,16,TRUE,880,FALSE
2,ex2p1,29,non-face object,target present,4,TRUE,603,FALSE
2,ex2p1,29,face,target absent,8,TRUE,1437,FALSE
2,ex2p1,30,non-face object,target present,4,TRUE,1354,FALSE
2,ex2p1,30,real face,target present,16,TRUE,844,FALSE
2,ex2p1,31,face,target present,8,TRUE,1108,FALSE
2,ex2p1,31,face,target absent,8,TRUE,952,FALSE
2,ex2p1,32,real face,target present,16,TRUE,518,FALSE
2,ex2p1,32,real face,target absent,16,TRUE,835,FALSE
2,ex2p1,33,non-face object,target absent,4,TRUE,1116,FALSE
2,ex2p1,33,non-face object,target absent,4,TRUE,1149,FALSE
2,ex2p1,34,real face,target absent,16,TRUE,1171,FALSE
2,ex2p1,34,face,target present,8,TRUE,718,FALSE
2,ex2p1,35,non-face object,target present,4,TRUE,540,FALSE
2,ex2p1,35,non-face object,target present,4,FALSE,835,FALSE
2,ex2p1,36,non-face object,target present,4,TRUE,1360,FALSE
2,ex2p1,36,real face,target present,16,TRUE,888,FALSE
2,ex2p1,37,face,target present,8,TRUE,774,FALSE
2,ex2p1,37,face,target present,8,TRUE,574,FALSE
2,ex2p1,38,face,target absent,8,TRUE,1653,FALSE
2,ex2p1,38,real face,target present,16,TRUE,584,FALSE
2,ex2p1,39,real face,target absent,16,TRUE,1521,FALSE
2,ex2p1,39,real face,target present,16,TRUE,743,FALSE
2,ex2p1,40,real face,target absent,16,TRUE,1249,FALSE
2,ex2p1,40,non-face object,target absent,4,TRUE,1041,FALSE
2,ex2p1,41,real face,target present,16,TRUE,1387,FALSE
2,ex2p1,41,non-face object,target present,4,TRUE,1301,FALSE
2,ex2p1,42,face,target present,8,TRUE,796,FALSE
2,ex2p1,42,face,target absent,8,TRUE,925,FALSE
2,ex2p1,43,real face,target absent,16,TRUE,1537,FALSE
2,ex2p1,43,face,target absent,8,TRUE,691,FALSE
2,ex2p1,44,non-face object,target absent,4,TRUE,1359,FALSE
2,ex2p1,44,non-face object,target absent,4,TRUE,2291,FALSE
2,ex2p1,45,non-face object,target absent,4,TRUE,678,FALSE
2,ex2p1,45,real face,target absent,16,TRUE,907,FALSE
2,ex2p1,46,non-face object,target present,4,TRUE,1478,FALSE
2,ex2p1,46,real face,target absent,16,TRUE,700,FALSE
2,ex2p1,47,real face,target present,16,TRUE,1034,FALSE
2,ex2p1,47,face,target present,8,TRUE,842,FALSE
2,ex2p1,48,face,target absent,8,TRUE,1390,FALSE
2,ex2p1,48,real face,target absent,16,TRUE,923,FALSE
2,ex2p1,49,face,target absent,8,TRUE,631,FALSE
2,ex2p1,49,real face,target present,16,TRUE,799,FALSE
2,ex2p1,50,real face,target absent,16,TRUE,1631,FALSE
2,ex2p1,50,face,target absent,8,TRUE,1518,FALSE
2,ex2p1,51,non-face object,target absent,4,TRUE,881,FALSE
2,ex2p1,51,non-face object,target present,4,TRUE,1150,FALSE
2,ex2p1,52,face,target absent,8,TRUE,1199,FALSE
2,ex2p1,52,face,target present,8,TRUE,897,FALSE
2,ex2p1,53,face,target present,8,TRUE,1381,FALSE
2,ex2p1,53,real face,target present,16,TRUE,638,FALSE
2,ex2p1,54,real face,target present,16,TRUE,1032,FALSE
2,ex2p1,54,face,target absent,8,TRUE,1235,FALSE
2,ex2p1,55,face,target absent,8,TRUE,1288,FALSE
2,ex2p1,55,non-face object,target present,4,TRUE,759,FALSE
2,ex2p1,56,non-face object,target present,4,TRUE,916,FALSE
2,ex2p1,56,face,target present,8,TRUE,1216,FALSE
2,ex2p1,57,real face,target present,16,TRUE,767,FALSE
2,ex2p1,57,non-face object,target present,4,TRUE,741,FALSE
2,ex2p1,58,real face,target present,16,TRUE,656,FALSE
2,ex2p1,58,real face,target present,16,TRUE,886,FALSE
2,ex2p1,59,non-face object,target absent,4,TRUE,825,FALSE
2,ex2p1,59,non-face object,target absent,4,TRUE,888,FALSE
2,ex2p1,60,face,target present,8,TRUE,1179,FALSE
2,ex2p1,60,real face,target present,16,TRUE,706,FALSE
2,ex2p1,61,non-face object,target present,4,TRUE,1046,FALSE
2,ex2p1,61,real face,target present,16,TRUE,581,FALSE
2,ex2p1,62,real face,target present,16,TRUE,632,FALSE
2,ex2p1,62,non-face object,target absent,4,TRUE,888,FALSE
2,ex2p1,63,non-face object,target absent,4,TRUE,1336,FALSE
2,ex2p1,63,face,target absent,8,FALSE,2031,FALSE
2,ex2p1,64,non-face object,target present,4,TRUE,1066,FALSE
2,ex2p1,64,face,target present,8,TRUE,754,FALSE
2,ex2p1,65,real face,target absent,16,TRUE,1474,FALSE
2,ex2p1,65,real face,target present,16,TRUE,1194,FALSE
2,ex2p1,66,non-face object,target absent,4,TRUE,917,FALSE
2,ex2p1,66,non-face object,target present,4,TRUE,1965,FALSE
2,ex2p1,67,non-face object,target present,4,FALSE,601,FALSE
2,ex2p1,67,non-face object,target absent,4,FALSE,754,FALSE
