experiment,participant,trialNumber,searchTarget,task,setSize,correctResponse,rt,timeoutOrKeyNotPressed
2,ex2p1,68,real face,target absent,16,TRUE,1565,FALSE
2,ex2p1,68,real face,target absent,16,TRUE,754,FALSE
2,ex2p1,69,real face,target present,16,TRUE,623,FALSE
2,ex2p1,69,face,target absent,8,TRUE,2230,FALSE
2,ex2p111,1,real face,target absent,16,TRUE,1863,FALSE
2,ex2p111,2,real face,target present,16,TRUE,762,FALSE
2,ex2p111,3,real face,target present,16,TRUE,490,FALSE
2,ex2p111,4,face,target absent,8,TRUE,1521,FALSE
2,ex2p111,5,non-face object,target present,4,TRUE,1519,FALSE
2,ex2p111,6,face,target present,8,TRUE,781,FALSE
2,ex2p111,7,face,target absent,8,TRUE,2685,FALSE
2,ex2p111,8,non-face object,target present,4,TRUE,917,FALSE
2,ex2p111,9,real face,target present,16,TRUE,734,FALSE
2,ex2p111,10,non-face object,target absent,4,TRUE,1043,FALSE
2,ex2p111,11,non-face object,target absent,4,TRUE,1392,FALSE
2,ex2p111,12,face,target absent,8,TRUE,1301,FALSE
2,ex2p111,13,non-face object,target absent,4,TRUE,1865,FALSE
2,ex2p111,14,real face,target absent,16,TRUE,1453,FALSE
2,ex2p111,15,face,target present,8,TRUE,1032,FALSE
2,ex2p111,16,face,target present,8,FALSE,971,FALSE
2,ex2p111,17,real face,target absent,16,TRUE,2673,FALSE
2,ex2p111,18,real face,target absent,16,TRUE,1250,FALSE
2,ex2p111,19,face,target present,8,TRUE,924,FALSE
2,ex2p111,20,face,target absent,8,TRUE,1296,FALSE
2,ex2p111,21,face,target absent,8,TRUE,2024,FALSE
2,ex2p111,22,real face,target present,16,FALSE,1519,FALSE
2,ex2p111,23,face,target absent,8,TRUE,1602,FALSE
2,ex2p111,24,face,target absent,8,TRUE,1399,FALSE
2,ex2p111,25,face,target absent,8,TRUE,1172,FALSE
2,ex2p111,26,non-face object,target present,4,FALSE,1138,FALSE
2,ex2p111,27,non-face object,target present,4,TRUE,745,FALSE
2,ex2p111,28,real face,target present,16,TRUE,1112,FALSE
2,ex2p111,29,real face,target absent,16,TRUE,1492,FALSE
2,ex2p111,30,face,target present,8,TRUE,1357,FALSE
2,ex2p111,31,face,target absent,8,TRUE,1829,FALSE
2,ex2p111,32,non-face object,target present,4,TRUE,697,FALSE
2,ex2p111,33,non-face object,target present,4,TRUE,849,FALSE
2,ex2p111,34,non-face object,target absent,4,TRUE,930,FALSE
2,ex2p111,35,real face,target present,16,TRUE,1341,FALSE
2,ex2p111,36,real face,target present,16,TRUE,752,FALSE
2,ex2p111,37,face,target present,8,TRUE,626,FALSE
2,ex2p111,38,real face,target absent,16,TRUE,1570,FALSE
2,ex2p111,39,face,target present,8,TRUE,990,FALSE
2,ex2p111,40,non-face object,target present,4,FALSE,1867,FALSE
2,ex2p111,41,non-face object,target absent,4,TRUE,1034,FALSE
2,ex2p111,42,real face,target present,16,TRUE,798,FALSE
2,ex2p111,43,face,target absent,8,TRUE,1971,FALSE
2,ex2p111,44,real face,target present,16,TRUE,1352,FALSE
2,ex2p111,45,real face,target absent,16,TRUE,1852,FALSE
2,ex2p111,46,real face,target absent,16,TRUE,2595,FALSE
2,ex2p111,47,non-face object,target absent,4,TRUE,1358,FALSE
2,ex2p111,48,face,target absent,8,TRUE,2507,FALSE
2,ex2p111,49,real face,target present,16,TRUE,1267,FALSE
2,ex2p111,50,face,target absent,8,TRUE,1954,FALSE
2,ex2p111,51,real face,target present,16,TRUE,1152,FALSE
2,ex2p111,52,non-face object,target absent,4,TRUE,1414,FALSE
2,ex2p111,53,real face,target present,16,TRUE,884,FALSE
2,ex2p111,54,face,target absent,8,TRUE,1594,FALSE
2,ex2p111,55,non-face object,target absent,4,TRUE,1425,FALSE
2,ex2p111,56,real face,target absent,16,TRUE,1900,FALSE
2,ex2p111,57,non-face object,target absent,4,TRUE,964,FALSE
2,ex2p111,58,real face,target present,16,TRUE,854,FALSE
2,ex2p111,59,real face,target present,16,TRUE,981,FALSE
2,ex2p111,60,non-face object,target present,4,TRUE,1868,FALSE
2,ex2p111,61,real face,target present,16,TRUE,1192,FALSE
2,ex2p111,62,face,target absent,8,TRUE,1761,FALSE
2,ex2p111,63,face,target present,8,FALSE,2129,FALSE
2,ex2p111,64,real face,target present,16,TRUE,815,FALSE
2,ex2p111,65,face,target absent,8,TRUE,1177,FALSE
2,ex2p111,66,real face,target present,16,TRUE,878,FALSE
2,ex2p111,67,face,target present,8,TRUE,1266,FALSE
2,ex2p111,68,face,target absent,8,TRUE,983,FALSE
2,ex2p111,69,face,target absent,8,TRUE,1530,FALSE
2,ex2p114514,1,non-face object,target absent,4,TRUE,1057,FALSE
2,ex2p114514,2,face,target absent,8,TRUE,1446,FALSE
2,ex2p114514,3,face,target present,8,TRUE,883,FALSE
2,ex2p114514,4,face,target present,8,TRUE,713,FALSE
2,ex2p114514,5,real face,target present,16,TRUE,607,FALSE
2,ex2p114514,6,non-face object,target present,4,TRUE,1108,FALSE
2,ex2p114514,7,real face,target present,16,TRUE,908,FALSE
2,ex2p114514,8,real face,target absent,16,TRUE,1158,FALSE
2,ex2p114514,9,real face,target absent,16,TRUE,1275,FALSE
2,ex2p114514,10,real face,target absent,16,TRUE,1041,FALSE
2,ex2p114514,11,real face,target absent,16,TRUE,979,FALSE
2,ex2p114514,12,face,target present,8,TRUE,1120,FALSE
2,ex2p114514,13,non-face object,target absent,4,TRUE,580,FALSE
2,ex2p114514,14,face,target present,8,TRUE,773,FALSE
2,ex2p114514,15,face,target absent,8,TRUE,1334,FALSE
2,ex2p114514,16,non-face object,target absent,4,TRUE,656,FALSE
2,ex2p114514,17,real face,target absent,16,TRUE,1172,FALSE
2,ex2p114514,18,real face,target absent,16,TRUE,2103,FALSE
2,ex2p114514,19,face,target absent,8,TRUE,694,FALSE
2,ex2p114514,20,non-face object,target absent,4,TRUE,568,FALSE
2,ex2p114514,21,real face,target absent,16,TRUE,1221,FALSE
2,ex2p114514,22,real face,target present,16,TRUE,810,FALSE
2,ex2p114514,23,non-face object,target present,4,TRUE,1653,FALSE
2,ex2p114514,24,non-face object,target absent,4,TRUE,877,FALSE
2,ex2p114514,25,real face,target absent,16,TRUE,1217,FALSE
2,ex2p114514,26,non-face object,target absent,4,TRUE,1105,FALSE
2,ex2p114514,27,face,target present,8,TRUE,609,FALSE
2,ex2p114514,28,non-face object,target present,4,FALSE,1189,FALSE
2,ex2p114514,29,non-face object,target absent,4,TRUE,1300,FALSE
2,ex2p114514,30,real face,target absent,16,TRUE,1098,FALSE
2,ex2p114514,31,real face,target present,16,TRUE,815,FALSE
2,ex2p114514,32,non-face object,target absent,4,TRUE,912,FALSE
2,ex2p114514,33,non-face object,target present,4,TRUE,1859,FALSE
2,ex2p114514,34,real face,target present,16,TRUE,1317,FALSE
2,ex2p114514,35,face,target present,8,TRUE,1223,FALSE
2,ex2p114514,36,real face,target absent,16,TRUE,1148,FALSE
2,ex2p114514,37,face,target present,8,TRUE,1205,FALSE
2,ex2p114514,38,non-face object,target absent,4,TRUE,678,FALSE
2,ex2p114514,39,non-face object,target absent,4,TRUE,1788,FALSE
2,ex2p114514,40,real face,target absent,16,TRUE,1620,FALSE
2,ex2p114514,41,real face,target present,16,TRUE,555,FALSE
2,ex2p114514,42,face,target absent,8,TRUE,1844,FALSE
2,ex2p114514,43,face,target present,8,FALSE,1452,FALSE
2,ex2p114514,44,non-face object,target present,4,TRUE,651,FALSE
2,ex2p114514,45,non-face object,target present,4,TRUE,696,FALSE
2,ex2p114514,46,real face,target present,16,TRUE,1126,FALSE
2,ex2p114514,47,non-face object,target present,4,TRUE,883,FALSE
2,ex2p114514,48,real face,target present,16,TRUE,1303,FALSE
2,ex2p114514,49,non-face object,target absent,4,TRUE,837,FALSE
2,ex2p114514,50,non-face object,target absent,4,TRUE,1892,FALSE
2,ex2p114514,51,face,target absent,8,TRUE,1271,FALSE
2,ex2p114514,52,face,target absent,8,TRUE,1537,FALSE
2,ex2p114514,53,face,target present,8,TRUE,577,FALSE
2,ex2p114514,54,real face,target absent,16,TRUE,1140,FALSE
2,ex2p114514,55,real face,target absent,16,TRUE,844,FALSE
2,ex2p114514,56,face,target absent,8,TRUE,1078,FALSE
2,ex2p114514,57,real face,target absent,16,TRUE,888,FALSE
2,ex2p114514,58,face,target absent,8,TRUE,1660,FALSE
2,ex2p114514,59,non-face object,target absent,4,TRUE,1114,FALSE
2,ex2p114514,60,face,target absent,8,TRUE,1838,FALSE
2,ex2p114514,61,real face,target present,16,TRUE,682,FALSE
2,ex2p114514,62,real face,target present,16,TRUE,718,FALSE
2,ex2p114514,63,real face,target present,16,TRUE,735,FALSE
2,ex2p114514,64,face,target absent,8,TRUE,1655,FALSE
2,ex2p114514,65,non-face object,target present,4,TRUE,758,FALSE
2,ex2p114514,66,face,target absent,8,TRUE,1198,FALSE
2,ex2p114514,67,real face,target absent,16,TRUE,800,FALSE
2,ex2p114514,68,face,target present,8,TRUE,997,FALSE
2,ex2p114514,69,real face,target absent,16,TRUE,784,FALSE
2,ex2p123,1,real face,target present,16,TRUE,1616,FALSE
2,ex2p123,2,face,target absent,8,TRUE,1372,FALSE
2,ex2p123,3,non-face object,target present,4,TRUE,1248,FALSE
2,ex2p123,4,face,target present,8,TRUE,644,FALSE
2,ex2p123,5,real face,target present,16,TRUE,678,FALSE
2,ex2p123,6,real face,target present,16,TRUE,627,FALSE
2,ex2p123,7,face,target absent,8,TRUE,792,FALSE
2,ex2p123,8,non-face object,target absent,4,TRUE,1239,FALSE
2,ex2p123,9,real face,target present,16,TRUE,1278,FALSE
2,ex2p123,10,real face,target present,16,TRUE,1253,FALSE
2,ex2p123,11,face,target absent,8,TRUE,1170,FALSE
2,ex2p123,12,non-face object,target present,4,TRUE,1047,FALSE
2,ex2p123,13,face,target absent,8,TRUE,1226,FALSE
2,ex2p123,14,non-face object,target present,4,TRUE,895,FALSE
2,ex2p123,15,non-face object,target absent,4,TRUE,802,FALSE
2,ex2p123,16,real face,target present,16,TRUE,781,FALSE
2,ex2p123,17,face,target present,8,TRUE,1622,FALSE
2,ex2p123,18,face,target absent,8,TRUE,1896,FALSE
2,ex2p123,19,non-face object,target absent,4,TRUE,973,FALSE
2,ex2p123,20,face,target present,8,TRUE,693,FALSE
2,ex2p123,21,face,target absent,8,TRUE,1935,FALSE
2,ex2p123,22,non-face object,target absent,4,TRUE,1183,FALSE
2,ex2p123,23,face,target absent,8,TRUE,1359,FALSE
2,ex2p123,24,face,target present,8,TRUE,1397,FALSE
2,ex2p123,25,face,target absent,8,TRUE,1544,FALSE
2,ex2p123,26,non-face object,target absent,4,TRUE,790,FALSE
2,ex2p123,27,face,target present,8,TRUE,711,FALSE
2,ex2p123,28,non-face object,target absent,4,TRUE,1174,FALSE
2,ex2p123,29,face,target absent,8,TRUE,1122,FALSE
2,ex2p123,30,face,target present,8,TRUE,852,FALSE
2,ex2p123,31,face,target absent,8,TRUE,1345,FALSE
2,ex2p123,32,real face,target absent,16,TRUE,1341,FALSE
2,ex2p123,33,real face,target present,16,TRUE,739,FALSE
2,ex2p123,34,non-face object,target absent,4,TRUE,1437,FALSE
2,ex2p123,35,face,target absent,8,TRUE,1505,FALSE
2,ex2p123,36,real face,target present,16,TRUE,913,FALSE
2,ex2p123,37,non-face object,target present,4,TRUE,898,FALSE
2,ex2p123,38,non-face object,target absent,4,TRUE,635,FALSE
2,ex2p123,39,non-face object,target present,4,TRUE,674,FALSE
2,ex2p123,40,face,target present,8,TRUE,1489,FALSE
2,ex2p123,41,real face,target absent,16,TRUE,998,FALSE
2,ex2p123,42,face,target present,8,TRUE,858,FALSE
2,ex2p123,43,face,target absent,8,TRUE,792,FALSE
2,ex2p123,44,face,target absent,8,TRUE,1335,FALSE
2,ex2p123,45,real face,target absent,16,TRUE,1067,FALSE
2,ex2p123,46,face,target absent,8,TRUE,1238,FALSE
2,ex2p123,47,real face,target absent,16,TRUE,1438,FALSE
2,ex2p123,48,face,target absent,8,TRUE,1152,FALSE
2,ex2p123,49,face,target absent,8,TRUE,1303,FALSE
2,ex2p123,50,non-face object,target absent,4,TRUE,1545,FALSE
2,ex2p123,51,non-face object,target absent,4,TRUE,786,FALSE
2,ex2p123,52,non-face object,target absent,4,TRUE,1141,FALSE
2,ex2p123,53,real face,target present,16,TRUE,567,FALSE
2,ex2p123,54,real face,target present,16,TRUE,607,FALSE
2,ex2p123,55,face,target present,8,TRUE,1302,FALSE
2,ex2p123,56,face,target present,8,TRUE,811,FALSE
2,ex2p123,57,face,target present,8,TRUE,908,FALSE
2,ex2p123,58,non-face object,target absent,4,TRUE,920,FALSE
2,ex2p123,59,real face,target absent,16,TRUE,1041,FALSE
2,ex2p123,60,non-face object,target present,4,TRUE,1040,FALSE
2,ex2p123,61,real face,target present,16,TRUE,909,FALSE
2,ex2p123,62,real face,target present,16,TRUE,890,FALSE
2,ex2p123,63,face,target absent,8,TRUE,1295,FALSE
2,ex2p123,64,real face,target present,16,TRUE,827,FALSE
2,ex2p123,65,real face,target present,16,TRUE,803,FALSE
2,ex2p123,66,non-face object,target absent,4,TRUE,947,FALSE
2,ex2p123,67,real face,target absent,16,TRUE,1844,FALSE
2,ex2p123,68,non-face object,target absent,4,TRUE,825,FALSE
2,ex2p123,69,face,target present,8,TRUE,678,FALSE
2,ex2p2,1,face,target present,8,TRUE,2378,FALSE
2,ex2p2,1,non-face object,target present,4,TRUE,1404,FALSE
2,ex2p2,1,face,target absent,8,TRUE,2083,FALSE
2,ex2p2,2,non-face object,target absent,4,TRUE,1514,FALSE
2,ex2p2,2,face,target present,8,TRUE,851,FALSE
2,ex2p2,2,real face,target present,16,TRUE,923,FALSE
2,ex2p2,3,real face,target absent,16,TRUE,2591,FALSE
2,ex2p2,3,non-face object,target absent,4,FALSE,3290,FALSE
2,ex2p2,3,real face,target absent,16,TRUE,1292,FALSE
2,ex2p2,4,face,target absent,8,TRUE,2117,FALSE
2,ex2p2,4,face,target absent,8,TRUE,2408,FALSE
2,ex2p2,4,face,target absent,8,TRUE,1490,FALSE
2,ex2p2,5,face,target present,8,TRUE,1096,FALSE
2,ex2p2,5,non-face object,target present,4,TRUE,809,FALSE
2,ex2p2,5,face,target present,8,TRUE,1113,FALSE
2,ex2p2,6,real face,target present,16,TRUE,1052,FALSE
2,ex2p2,6,real face,target absent,16,TRUE,1833,FALSE
2,ex2p2,6,real face,target present,16,TRUE,1045,FALSE
2,ex2p2,7,real face,target present,16,FALSE,735,FALSE
2,ex2p2,7,face,target present,8,FALSE,10587,FALSE
2,ex2p2,7,real face,target present,16,TRUE,1013,FALSE
2,ex2p2,8,face,target absent,8,TRUE,1325,FALSE
2,ex2p2,8,real face,target present,16,TRUE,672,FALSE
2,ex2p2,8,face,target absent,8,TRUE,1734,FALSE
2,ex2p2,9,real face,target absent,16,TRUE,957,FALSE
2,ex2p2,9,face,target present,8,TRUE,897,FALSE
2,ex2p2,9,face,target present,8,TRUE,636,FALSE
2,ex2p2,10,non-face object,target present,4,TRUE,1068,FALSE
2,ex2p2,10,face,target present,8,TRUE,821,FALSE
2,ex2p2,10,face,target absent,8,TRUE,2452,FALSE
2,ex2p2,11,face,target absent,8,TRUE,1140,FALSE
2,ex2p2,11,face,target present,8,TRUE,563,FALSE
2,ex2p2,11,real face,target absent,16,TRUE,972,FALSE
2,ex2p2,12,non-face object,target present,4,TRUE,674,FALSE
2,ex2p2,12,face,target absent,8,TRUE,1232,FALSE
2,ex2p2,12,real face,target present,16,TRUE,1041,FALSE
2,ex2p2,13,real face,target present,16,TRUE,1577,FALSE
2,ex2p2,13,real face,target present,16,TRUE,512,FALSE
2,ex2p2,13,face,target absent,8,TRUE,2165,FALSE
2,ex2p2,14,non-face object,target absent,4,TRUE,1026,FALSE
2,ex2p2,14,real face,target absent,16,TRUE,1151,FALSE
2,ex2p2,14,face,target present,8,TRUE,766,FALSE
2,ex2p2,15,non-face object,target present,4,TRUE,869,FALSE
2,ex2p2,15,real face,target present,16,FALSE,1164,FALSE
2,ex2p2,15,real face,target present,16,TRUE,721,FALSE
2,ex2p2,16,real face,target absent,16,TRUE,1507,FALSE
2,ex2p2,16,face,target present,8,TRUE,2171,FALSE
2,ex2p2,16,real face,target present,16,TRUE,792,FALSE
2,ex2p2,17,real face,target absent,16,TRUE,1998,FALSE
2,ex2p2,17,non-face object,target absent,4,TRUE,896,FALSE
2,ex2p2,17,face,target absent,8,TRUE,1339,FALSE
2,ex2p2,18,real face,target present,16,TRUE,643,FALSE
2,ex2p2,18,real face,target absent,16,TRUE,967,FALSE
2,ex2p2,18,face,target present,8,TRUE,801,FALSE
2,ex2p2,19,non-face object,target present,4,TRUE,1149,FALSE
2,ex2p2,19,non-face object,target present,4,TRUE,1184,FALSE
2,ex2p2,19,real face,target absent,16,TRUE,1213,FALSE
2,ex2p2,20,real face,target present,16,TRUE,635,FALSE
2,ex2p2,20,non-face object,target present,4,TRUE,470,FALSE
2,ex2p2,20,real face,target present,16,TRUE,895,FALSE
2,ex2p2,21,non-face object,target present,4,TRUE,786,FALSE
2,ex2p2,21,real face,target absent,16,TRUE,1705,FALSE
2,ex2p2,21,face,target absent,8,TRUE,1211,FALSE
2,ex2p2,22,non-face object,target present,4,TRUE,1240,FALSE
2,ex2p2,22,real face,target present,16,TRUE,692,FALSE
2,ex2p2,22,real face,target absent,16,TRUE,1144,FALSE
2,ex2p2,23,real face,target present,16,TRUE,1145,FALSE
2,ex2p2,23,real face,target absent,16,TRUE,1181,FALSE
2,ex2p2,23,non-face object,target absent,4,TRUE,1220,FALSE
2,ex2p2,24,non-face object,target absent,4,TRUE,978,FALSE
2,ex2p2,24,face,target absent,8,TRUE,1929,FALSE
2,ex2p2,24,non-face object,target present,4,TRUE,978,FALSE
2,ex2p2,25,face,target present,8,TRUE,876,FALSE
2,ex2p2,25,face,target present,8,TRUE,576,FALSE
2,ex2p2,25,face,target absent,8,TRUE,2370,FALSE
2,ex2p2,26,real face,target present,16,TRUE,793,FALSE
2,ex2p2,26,non-face object,target present,4,TRUE,905,FALSE
2,ex2p2,26,real face,target absent,16,TRUE,1152,FALSE
2,ex2p2,27,non-face object,target present,4,TRUE,722,FALSE
2,ex2p2,27,face,target present,8,TRUE,736,FALSE
2,ex2p2,27,non-face object,target present,4,TRUE,1014,FALSE
2,ex2p2,28,real face,target absent,16,TRUE,1995,FALSE
2,ex2p2,28,real face,target absent,16,TRUE,1120,FALSE
2,ex2p2,28,real face,target present,16,TRUE,778,FALSE
2,ex2p2,29,non-face object,target absent,4,TRUE,1262,FALSE
2,ex2p2,29,real face,target present,16,TRUE,689,FALSE
2,ex2p2,29,non-face object,target present,4,TRUE,1506,FALSE
2,ex2p2,30,real face,target present,16,TRUE,707,FALSE
2,ex2p2,30,face,target present,8,FALSE,1342,FALSE
2,ex2p2,30,non-face object,target absent,4,TRUE,760,FALSE
2,ex2p2,31,non-face object,target absent,4,TRUE,1229,FALSE
2,ex2p2,31,face,target absent,8,TRUE,1214,FALSE
2,ex2p2,31,real face,target present,16,TRUE,713,FALSE
2,ex2p2,32,non-face object,target present,4,TRUE,846,FALSE
2,ex2p2,32,real face,target present,16,TRUE,535,FALSE
2,ex2p2,32,real face,target absent,16,TRUE,1156,FALSE
2,ex2p2,33,non-face object,target present,4,TRUE,1419,FALSE
2,ex2p2,33,non-face object,target present,4,TRUE,1006,FALSE
2,ex2p2,33,non-face object,target absent,4,TRUE,1034,FALSE
2,ex2p2,34,face,target present,8,TRUE,1767,FALSE
2,ex2p2,34,real face,target absent,16,TRUE,1170,FALSE
2,ex2p2,34,face,target absent,8,TRUE,1837,FALSE
2,ex2p2,35,real face,target present,16,TRUE,833,FALSE
2,ex2p2,35,non-face object,target absent,4,TRUE,742,FALSE
2,ex2p2,35,real face,target present,16,FALSE,1287,FALSE
2,ex2p2,36,face,target present,8,TRUE,583,FALSE
2,ex2p2,36,face,target absent,8,TRUE,851,FALSE
2,ex2p2,36,real face,target absent,16,TRUE,1091,FALSE
2,ex2p2,37,real face,target present,16,TRUE,714,FALSE
2,ex2p2,37,non-face object,target absent,4,TRUE,822,FALSE
2,ex2p2,37,non-face object,target absent,4,TRUE,1325,FALSE
2,ex2p2,38,non-face object,target present,4,TRUE,661,FALSE
2,ex2p2,38,real face,target present,16,TRUE,1054,FALSE
2,ex2p2,38,non-face object,target absent,4,TRUE,1015,FALSE
2,ex2p2,39,real face,target absent,16,TRUE,1618,FALSE
2,ex2p2,39,real face,target present,16,TRUE,736,FALSE
2,ex2p2,39,non-face object,target absent,4,TRUE,1375,FALSE
2,ex2p2,40,non-face object,target present,4,TRUE,609,FALSE
2,ex2p2,40,non-face object,target absent,4,TRUE,1068,FALSE
2,ex2p2,40,face,target present,8,TRUE,724,FALSE
2,ex2p2,41,face,target present,8,TRUE,741,FALSE
2,ex2p2,41,non-face object,target absent,4,TRUE,1122,FALSE
2,ex2p2,41,non-face object,target absent,4,TRUE,1222,FALSE
2,ex2p2,42,real face,target absent,16,TRUE,1160,FALSE
2,ex2p2,42,real face,target present,16,TRUE,573,FALSE
2,ex2p2,42,real face,target present,16,TRUE,920,FALSE
2,ex2p2,43,non-face object,target present,4,TRUE,847,FALSE
2,ex2p2,43,non-face object,target present,4,TRUE,768,FALSE
2,ex2p2,43,non-face object,target present,4,TRUE,1112,FALSE
2,ex2p2,44,non-face object,target present,4,FALSE,1081,FALSE
2,ex2p2,44,non-face object,target present,4,TRUE,522,FALSE
2,ex2p2,44,real face,target present,16,TRUE,571,FALSE
2,ex2p2,45,real face,target absent,16,TRUE,2110,FALSE
2,ex2p2,45,face,target absent,8,TRUE,721,FALSE
2,ex2p2,45,face,target present,8,TRUE,1167,FALSE
2,ex2p2,46,non-face object,target absent,4,TRUE,1867,FALSE
2,ex2p2,46,face,target absent,8,TRUE,884,FALSE
2,ex2p2,46,real face,target present,16,TRUE,678,FALSE
2,ex2p2,47,non-face object,target present,4,TRUE,876,FALSE
2,ex2p2,47,face,target present,8,TRUE,371,FALSE
2,ex2p2,47,real face,target absent,16,TRUE,685,FALSE
2,ex2p2,48,real face,target present,16,TRUE,877,FALSE
2,ex2p2,48,face,target present,8,TRUE,502,FALSE
2,ex2p2,48,real face,target absent,16,TRUE,2233,FALSE
2,ex2p2,49,face,target absent,8,TRUE,1658,FALSE
2,ex2p2,49,non-face object,target absent,4,TRUE,833,FALSE
2,ex2p2,49,real face,target present,16,TRUE,555,FALSE
2,ex2p2,50,non-face object,target present,4,TRUE,1583,FALSE
2,ex2p2,50,non-face object,target present,4,TRUE,1313,FALSE
2,ex2p2,50,face,target absent,8,TRUE,1591,FALSE
2,ex2p2,51,face,target present,8,TRUE,651,FALSE
2,ex2p2,51,real face,target present,16,TRUE,584,FALSE
2,ex2p2,51,non-face object,target present,4,TRUE,1072,FALSE
2,ex2p2,52,non-face object,target absent,4,TRUE,1070,FALSE
2,ex2p2,52,non-face object,target absent,4,TRUE,1229,FALSE
2,ex2p2,52,face,target absent,8,FALSE,805,FALSE
2,ex2p2,53,non-face object,target present,4,TRUE,794,FALSE
2,ex2p2,53,real face,target absent,16,TRUE,901,FALSE
2,ex2p2,53,real face,target present,16,TRUE,502,FALSE
2,ex2p2,54,face,target present,8,TRUE,898,FALSE
2,ex2p2,54,face,target present,8,TRUE,753,FALSE
2,ex2p2,54,face,target present,8,TRUE,963,FALSE
2,ex2p2,55,real face,target absent,16,TRUE,1101,FALSE
2,ex2p2,55,non-face object,target present,4,TRUE,650,FALSE
2,ex2p2,55,non-face object,target present,4,TRUE,848,FALSE
2,ex2p2,56,face,target present,8,TRUE,1429,FALSE
2,ex2p2,56,real face,target present,16,TRUE,911,FALSE
2,ex2p2,56,non-face object,target present,4,TRUE,972,FALSE
2,ex2p2,57,face,target absent,8,TRUE,1916,FALSE
2,ex2p2,57,real face,target absent,16,TRUE,902,FALSE
2,ex2p2,57,face,target absent,8,TRUE,2029,FALSE
2,ex2p2,58,face,target absent,8,TRUE,1680,FALSE
2,ex2p2,58,face,target absent,8,TRUE,2748,FALSE
2,ex2p2,58,non-face object,target present,4,TRUE,695,FALSE
2,ex2p2,59,real face,target absent,16,TRUE,1816,FALSE
2,ex2p2,59,real face,target absent,16,TRUE,1151,FALSE
2,ex2p2,59,real face,target present,16,TRUE,554,FALSE
2,ex2p2,60,real face,target absent,16,TRUE,1343,FALSE
2,ex2p2,60,face,target absent,8,TRUE,1721,FALSE
2,ex2p2,60,real face,target present,16,TRUE,1023,FALSE
2,ex2p2,61,face,target present,8,TRUE,694,FALSE
2,ex2p2,61,non-face object,target absent,4,TRUE,992,FALSE
2,ex2p2,61,face,target present,8,TRUE,912,FALSE
2,ex2p2,62,real face,target absent,16,TRUE,1412,FALSE
2,ex2p2,62,real face,target absent,16,TRUE,933,FALSE
2,ex2p2,62,non-face object,target present,4,TRUE,550,FALSE
2,ex2p2,63,real face,target absent,16,TRUE,2684,FALSE
2,ex2p2,63,non-face object,target present,4,TRUE,508,FALSE
2,ex2p2,63,non-face object,target absent,4,TRUE,1318,FALSE
2,ex2p2,64,non-face object,target present,4,TRUE,1422,FALSE
2,ex2p2,64,non-face object,target present,4,TRUE,797,FALSE
2,ex2p2,64,real face,target absent,16,TRUE,2443,FALSE
2,ex2p2,65,real face,target present,16,TRUE,762,FALSE
2,ex2p2,65,face,target absent,8,TRUE,677,FALSE
2,ex2p2,65,face,target absent,8,TRUE,2178,FALSE
2,ex2p2,66,non-face object,target present,4,TRUE,1788,FALSE
2,ex2p2,66,real face,target absent,16,TRUE,747,FALSE
2,ex2p2,66,real face,target absent,16,TRUE,1347,FALSE
2,ex2p2,67,real face,target absent,16,TRUE,1626,FALSE
2,ex2p2,67,face,target present,8,TRUE,654,FALSE
2,ex2p2,67,face,target present,8,TRUE,981,FALSE
2,ex2p2,68,real face,target absent,16,TRUE,1357,FALSE
2,ex2p2,68,real face,target present,16,TRUE,1099,FALSE
2,ex2p2,68,non-face object,target absent,4,TRUE,929,FALSE
2,ex2p2,69,face,target present,8,TRUE,668,FALSE
2,ex2p2,69,non-face object,target present,4,TRUE,1548,FALSE
2,ex2p2,69,non-face object,target present,4,TRUE,741,FALSE
2,ex2p67,1,face,target present,8,TRUE,1667,FALSE
2,ex2p67,2,non-face object,target present,4,TRUE,883,FALSE
2,ex2p67,3,real face,target absent,16,TRUE,1188,FALSE
2,ex2p67,4,face,target absent,8,TRUE,1622,FALSE
2,ex2p67,5,face,target present,8,TRUE,1504,FALSE
2,ex2p67,6,face,target absent,8,TRUE,1750,FALSE
2,ex2p67,7,face,target absent,8,TRUE,1668,FALSE
2,ex2p67,8,real face,target absent,16,TRUE,1367,FALSE
2,ex2p67,9,non-face object,target absent,4,TRUE,1377,FALSE
2,ex2p67,10,real face,target absent,16,TRUE,999,FALSE
2,ex2p67,11,real face,target absent,16,TRUE,1260,FALSE
2,ex2p67,12,real face,target absent,16,TRUE,1925,FALSE
2,ex2p67,13,non-face object,target absent,4,TRUE,1637,FALSE
2,ex2p67,14,non-face object,target present,4,TRUE,1235,FALSE
2,ex2p67,15,face,target present,8,TRUE,1243,FALSE
2,ex2p67,16,real face,target absent,16,TRUE,1724,FALSE
2,ex2p67,17,non-face object,target absent,4,TRUE,1848,FALSE
2,ex2p67,18,real face,target absent,16,TRUE,1663,FALSE
2,ex2p67,19,non-face object,target present,4,TRUE,913,FALSE
2,ex2p67,20,real face,target absent,16,TRUE,1890,FALSE
2,ex2p67,21,non-face object,target absent,4,TRUE,2970,FALSE
2,ex2p67,22,real face,target present,16,TRUE,874,FALSE
2,ex2p67,23,face,target present,8,TRUE,752,FALSE
2,ex2p67,24,real face,target absent,16,TRUE,1750,FALSE
2,ex2p67,25,non-face object,target present,4,TRUE,846,FALSE
